name,sector,year_founded,label_date,website,description,founders,email
Pepolls,Communication services,2020,11/2020,https://pepolls.com/,"Pepolls est un réseau social basé sur les sondages qui utilise la technologie en faveur de la société pour connecter de manière proactive toutes ses parties dans un espace autonome, décentralisé et auto souverain.","Jihen Rahmouni, Jihed Rahmouni",n.a.
Digital work solutions,Business Software and services,2022,10/2022,,Le projet consiste à développer des applications informatiques innovantes dédiées au secteur de l’industrie et des services liés au secteur.,"Amani Bouaziz, Yousser Sabbagh",n.a.
DRIVOXE.,Ad Tech and Creative Tech,2024,09/2024,drivoxe.com,Plateforme de ventes aux enchères avec un modèle economique qui réduit l'inflation des prix et qui assure le gain de tout les acteurs dans l'écosystème de vente et achat d'automobiles,"Chouikhi Seif, Ranyme Trabelsy",chouikhiseif@gmail.com
DIGITIN,Advanced Manufacturing & Robotics,2021,10/2021,http://www.digitin.net/,"DIGITIN « Digitalisation & innovation » assure la mise en place d’un système, AGV (Automated Guided Vehicle) pour le transport des charges au sein des usines et des entrepôts.",Aymen Bergaoui,n.a.
Tadwir,Consumer products and services,2024,03/2024,https://mermezlab.com/,,"Zeineb Blaiech, Dali Blaiech",n.a.
Thiqab,Business Software and services,2023,08/2023,,Notre projet est spécialisé dans le développement de stratégies de trading automatisées et d'algorithmes d'apprentissage automatique pour les investisseurs. Nos algorithmes de trading proposent de nouvelles fonctionnalités d'intelligence artificielle afin de concevoir et analyser les données du marché. Nos algorithmes d'apprentissage automatique offrent des outils pour effectuer des transactions basées sur des règles prédéfinies et fournir à nos clients des résultats efficaces et précis.,"Kaouther Hedhly, Hatem Zegnani",n.a.
Mve,EdTech,2017,03/2021,htp://mve.tn,"MVE Tunisie une plateforme collaborative qui offre un accompagnement pour jeunes étudiants et nouveaux diplômés , depuis leur études universitaires jusqu'à leur insertion professionnelle.","wissem hakiri, Mohamed Guediche, Wided Hakiri",n.a.
profils.tn,Business Software and services,2019,12/2019,http://www.profils.tn,Profils.tn est une plateforme RH innovante qui remplace la lecture de CV traditionnel par une compréhension algorithmique via l’outil ‘Matching’. La plateforme permet de digitaliser le processus de recrutement et de booster la marque employeur,Anis Maghar                              Imen Maghar,n.a.
CIVILAB,EdTech,2023,04/2023,civilab.co,"CIVILAB aide les concepteurs d'infrastructure à effectuer les calculs de dimensionnement en ligne en toute simplicité, et développer leurs compétences professionnelles via des formations spécifiques.","Zied Ayedi, Ministère TUNISIENNE, Ali Ben Mohamed",ziedayedi@gmail.com
Tajrabti,TravelTech,2020,11/2021,https://www.tajrabti.com/,"Tajrabti est une marketplace qui met en relation des experts, passionnés ou professionnels dans leur domaine avec des participants ou des voyageurs.",akram bouslama,n.a.
WaterSec,Environment,2021,08/2021,http://www.water-sec.com/,WaterSec offre un systèm intelligent de supervision de la consommation d’eau via une application web et mobile connectée à des capteurs IoT.,"Ahmed Slim Bouakez, Khoubeib Tlili, Zoubeir Zarrouk, Mohamed Guenbri",n.a.
SESIT,Agritech,2020,04/2020,http://www.sesit.tn,"Sesite combine à la fois le développement Hardware, Software et la production des solutions technologiques pour une agriculture connectée et automatisée d'une façon intelligente.","Nasreddine Somaali, Marwa Khnissi",n.a.
ProvenMed,HealthTech,2019,11/2019,http://www.provenmed.com,ProvenMed Devices a dévelopé un dispositif innovant destiné aux patients souffrant d'incontinence urinaire,"Souheil Guessoum, Amine Staali, Ahmed Boughaleb",n.a.
H eco ferme,Environment,2022,05/2023,Www.hecoferme.com,"Notre projet de fabrication de compléments d'aliments pour le bétail se distingue des autres par plusieurs caractéristiques essentielles. Tout d'abord, nous mettons en valeur les feuilles de palmes dans nos produits, ce qui constitue une approche unique et innovante. Nous avons développé une expertise spécifique dans l'exploitation et la transformation des feuilles de palmes, les transformant en compléments alimentaires de haute qualité. Cette approche innovante nous permet de fournir des produits qui bénéficient à la fois aux animaux d'élevage et à l'environnement. En valorisant les feuilles de palmes, nous soutenons également les pratiques agricoles durables, réduisant ainsi l'impact environnemental et favorisant une agriculture respectueuse de la biodiversité.","Hedi Amorri, Aboud Fatma",Hecofermeamorri99@gmail.com
Bepeep Health,HealthTech,2020,03/2021,,Bepeep Health est une plateforme d'e-Tiers Payant santé dédiée à la gestion des contrats assurance maladie et à la gestion des prestations de soins,"AHMED CHOUCHENI, MOHAMED CHOUCHENI",n.a.
LES SOUKS.COM SARL,Commerce and shopping,2019,11/2020,https://lessouks.com/,Lessouks.com est une marketplace dédié à la vente de produits artisanaux tunisiens. Il a pour mission de promouvoir l'artisanat au niveau national et international.,"Nour El Houda Kaouach, Hichem Mathlouthi",n.a.
ELBIO,FoodTech & New Food,2020,08/2021,http://www.elbio.tn/,ELBIO est une plateforme en ligne de vente de produits biologiques et healthy. Elle offre des conseils nutritionnels et une application de calcul de calories.,"Sana Saadani, Haythem Dridi, Syrine Guettat",n.a.
SWIPACE,Mobility,2022,07/2022,http://www.swipace.com/,"Une nouvelle approche de marketing visant la digitalisation et la promotion de différents événements, lieux et établissements de multi-secteurs (foires,salons, hôtels, showrooms, usines, centres commerciaux, universités privées) à travers une plateforme qui possède plusieurs fonctionnalités dans le but de garantir une UX permettant une satisfaction pertinente sans se déplacer.","Mahdi Gargouri, Hana Fersi",Contact@swipace.com
WiseShare,Business Software and services,2024,12/2024,wiseshare.io,"WiseShare est un SaaS conçu pour gérer et partager des documents sensibles, mettant ainsi fin à des pratiques non éthiques qui nuisent à la compétitivité des entreprises. Trop souvent, des propositions techniques et financières se retrouvent entre les mains de concurrents sans le consentement de l'entreprise, créant ainsi des fuites d'informations critiques (propriété intellectuelle, inventions, savoir-faire). WiseShare permet aux équipes dirigeantes de garder un contrôle total sur leurs documents en limitant la capacité des destinataires à télécharger ou à transférer des fichiers, et en offrant la possibilité de révoquer l'accès en temps réel si un partage non autorisé est détecté, ainsi que la prévention des captures d'écran. En plus de la sécurité, WiseShare intègre un tableau de bord analytique qui fournit des informations précises sur l'engagement des prospects (qui a ouvert le document, combien de temps il l'a consulté, sur quoi il s'est concentré).",Skander Harzi,n.a.
Digihunt,Business Software and services,2022,11/2022,www.digihunt.net,"Notre portail met en relation les chercheurs d'emploi en IT et les entreprises cherchant des profils IT. Les offres d’emploi postés par les entreprises sont associés à des tests techniques et des tests psychométriques, ainsi l'entreprise réduit considérablement les risques d'échec de recrutement et on réduit le risque de perte de temps et d’argent.","Ahmed Ismail Azzabi, Wahiba Ben Fredj",azzabiahmed@digihunt.net
أقضيلي,Mobility,2022,08/2022,https://aqdhili.tn,"Une application mobile lie les personnes, ayant besoin de services et n’a pas de temps, avec les cyclistes qui sont libres et ont besoin d'emploi.","Mohamed Alaya Bouabda, Sofiene Haouas, Sahbi Helali, Mohamed Ali Nakouri",support@aqdhili.tn
DEEP FLOWS,Mobility,2021,05/2021,https://deepflows.co/,"DeepFlows automatise la récolte de données de transport et mobilité grâce à la technologie de vision par ordinateur, afin de transformer les videos du traffic en données structurées.","Mohamed Makni, Farah Makni, Wissem Allouchi",n.a.
Lightency,Fintech,2019,11/2019,http://lightency.io,"Lightency développe une plateforme d'échange d'électricité entre particuliers, et rassemble toutes les parties prenantes du secteur sur la même plateforme afin de réduire les coûts","Jaafar Saied, Mohamed Mnif, Boubaker Selmi",n.a.
My Enlightened Mind,EdTech,2020,05/2021,http://www.lisatoys.com,"My Enlightened Mind est spécialisée dans le développement, la création et la fabrication des jeux et jouets éducatifs et interactifs","Oussama Ben Mahmoud, Adem Abidi",n.a.
Odacel,Consumer products and services,2018,07/2020,http://atseeone.com,"Atseeone, la solution apportée par Odacel, est un ensemble de module applicatif conçu selon les concepts micro-services permettant la gestion optimisée de la flotte.","Mohamed Salah Karouia, Abdeljalil Karouia, Slim Ouichtati, Mourad Karouia, Mohamed Selim Bessi",n.a.
Advantry X,Advanced Manufacturing & Robotics,2022,03/2023,https://www.advantryx.com,,"Adam Bouchaala, Kawthar Ayedi",n.a.
kids protect,HealthTech,2021,03/2021,,"Kids Protect est une application destinée aux parents pour protéger les yeux de leurs enfants (distance écrans, exercices et test visuels, durée d'exposition) avec un contenu adapté.","Sassi Siwar, Yasmine Selmi",n.a.
Smart Med SA,HealthTech,2019,06/2019,http://www.med.tn,"Med.tn est une plateforme de prise de rendez vous, annuaire médical et téléconsultation.","Issam Bellaj, Aymen Turki, Emna Jellouli",n.a.
BioAgrihelpers (BAH),Agritech,2020,12/2020,http://www.bioagrihelper.com ,Bioagrihelpers est une plateforme digitale pédagogique permettant aux agro-opérateurs en Afrique d'accéder à des E-formations et assistance dans le domaine de l'agriculture durable en un clic.,"Syrine Baghdadi, Yosr Baghdadi, Mayssa Ghazel",n.a.
DeepAI,Business Software and services,2023,06/2023,https://deepai.tn/,"DeepAI est une startup spécialisée dans le développement de solutions d'intelligence artificielle avancées. Nous nous concentrons sur des domaines clés tels que la recherche sémantique, la génération de contenu par IA et le développement de modèles de langage LLM.","Seifedine Guizeni, Jihène Ben Slimene",seifeur@gmail.com
Xchange,Fintech,2021,03/2021,https://xchange.com.tn,Dev2Dev est spécialisée dans le développement de système d'informations. Dev2Dev se consacre à la digitalisation des processus métier grâce à des solutions innovantes dans le domaine managerial et financier.,"Mohamed Debbabi, Ismail Talbi",n.a.
X-P-R,Fintech,2019,01/2020,http://www.xpr.com.tn,XPR offre des solutions en mode SaaS destinées aux cabinets d'expertise comptables et aux cabinets comptables afin de digitaliser leurs process.,"Mohamed Aziz Chahed, Mohamed Itheb Ben Abbes, Oussama Ouda, Mohamed Chebbi",n.a.
Tinest,Agritech,2020,12/2020,http://tinest.tn,e-mechtel est une plateforme mettant en contact les pépinières avec les agriculteurs et particuliers,Zayneb Ghodhbani,zayneb.ghodhbani@tinest.tn
Coaching Foot,Ad Tech and Creative Tech,2019,08/2019,http://www.coaching-foot.com,Coaching Foot est la première plateforme de jeu de Fantasy Football en Afrique et le seul fournisseur de statistiques footballistiques Tunisien.,"Ahmed Adala, Kheireddine Fradj, Hussein Jenayah",n.a.
WeaveLines Studio / Damdoum,Business Software and services,2023,08/2023,https://damdoum.app,"WeaveLines Studio est une startup labellisée se spécialisant dans le développement de solutions novatrices pour le web et les applications mobiles. DAMDOUM représente le premier produit de WeaveLines Studio, une application mobile innovante basée sur le concept de gamification, alliant quiz, sondages et récompenses.",Faten Matmati,hello@damdoum.app
KOOL,FoodTech & New Food,2020,07/2021,http://www.kool.com.tn,Kool est une plateforme de mise en relation et de livraison entre les restaurateurs et les clients à travers une application mobile.,mohsen ayari,n.a.
VISTASY,HealthTech,2020,03/2021,http://vistasy.clinic/,VISTASY permet aux patients des médecins et chirurgiens en esthétique de mieux prendre leurs décisions via des simulations post-opératoires quasi-réels.,"Ahmed Badaoui, Ahmed Hamouda",n.a.
"Baity tn ""Decoriz"" SARL",Commerce and shopping,2017,12/2019,https://baity.tn,Baity.tn est un Marketplace ou une plate-forme virtuelle de mise en relation directe entre fabricants et acheteurs de produits de meubles et décoration.,"Saber Gharsellaoui, Emna Bejaoui",n.a.
